cui,cui_name,class_type,hpo,hpo_name
C1955771,Acquired auditory processing disorder,Concept,,
C1955777,"Deaf, nonspeaking, not elsewhere classifiable",Concept,,
C1955775,"Mixed hearing loss, unilateral",Concept,,
C1955774,Unilateral sensory hearing loss,Concept,,
C0160550,"Open wound of other and unspecified parts of neck, without mention of complication",Concept,,
C0018939,Hematological Disease,Concept,,
C0274278,Late effect of intracranial injury without skull fracture,Concept,,
C1290810,Viral hepatitis A without hepatic coma,Concept,,
C0274271,late effects of accident,Concept,,
C0158773,Other congenital musculoskeletal anomalies,Concept,,
C0158775,Congenital anomaly of spine,Concept,HP:0003468,Abnormality of the vertebrae
C0158776,Congenital absence of vertebra,Concept,HP:0008465,Absent vertebrae
C0009702,Unilateral congenital dislocation of hip,Concept,,
C0013274,Patent ductus arteriosus,Concept,HP:0001643,Patent ductus arteriosus
C0009568,Complications of transplanted organ,Concept,,
C0271225,"Impairment level: blindness, one eye - low vision other eye",Concept,,
C0037997,Splenic Diseases,Concept,,
C0155242,Stenosis and insufficiency of lacrimal passages,Concept,,
C0155243,Eversion of lacrimal punctum,Concept,,
C0158360,"Fibromatosis, Plantar",Concept,,
C0158361,"Other disorders of muscle, ligament, and fascia",Concept,,
C0155246,Stenosis of lacrimal sac,Concept,,
C0085602,Polydipsia,Concept,HP:0001959,Polydipsia
C0155245,Stenosis of lacrimal canaliculi,Concept,,
C0158368,Residual foreign body in soft tissue,Concept,,
C0158369,Swelling of limb,Concept,,
C0013902,"Elliptocytosis, Hereditary",Concept,,
C0694551,Right lower quadrant pain,Concept,,
C0021832,"Intestinal Diseases, Parasitic",Concept,,
C0023800,Lipoma of other specified sites,Concept,,
C0007177,Cardiac Tamponade,Concept,,
C0000774,Abnormality of secretion of gastrin,Concept,,
C0000770,Abnormalities of size and form of teeth,Concept,,
C0261411,Accidental poisoning by psychostimulants,Concept,,
C0261413,Accidental poisoning by other drugs acting on central and autonomic nervous system,Concept,,
C0261412,Accidental poisoning by central nervous system stimulants,Concept,,
C0261414,Accidental poisoning by anticonvulsant and antiparkinsonism drugs,Concept,,
C0261418,Accidental poisoning by parasympatholytics [anticholinergics and antimuscarinics] and spasmolytics,Concept,,
C0154260,Disorder of mineral metabolism,Concept,,
C0154264,Mixed acid-base balance disorder,Concept,,
C0158948,Neonatal infective mastitis,Concept,,
C0158946,Other congenital infections specific to the perinatal period,Concept,,
C0158947,Omphalitis of the newborn,Concept,,
C0158945,Congenital cytomegalovirus infection,Concept,,
C0158942,Other newborn respiratory problems,Concept,,
C0158940,Transitory tachypnea of newborn,Concept,,
C0149508,Obstruction of Eustachian tube,Concept,HP:0040269,Blocked Eustachian tube
C0149504,"Encephalopathy, Toxic",Concept,,
C0149507,Orbital Cellulitis,Concept,,
C0159013,Other disturbances of temperature regulation of newborn,Concept,,
C0159012,Other hypothermia of newborn,Concept,,
C0159011,Cold injury syndrome of newborn,Concept,,
C0159015,Congenital hydrocele,Concept,,
C0159014,Other and unspecified edema of newborn,Concept,,
C0159018,Unspecified condition involving the integument and temperature regulation of fetus and newborn,Concept,,
C1719378,"Mild cognitive impairment, so stated",Concept,,
C0558160,Pressure ulcer of buttock,Concept,,
C0260956,Screening for other and unspecified cardiovascular conditions,Concept,,
C0033777,Pruritus of genital organs,Concept,,
C0021400,Influenza,Concept,,
C0435898,Closed fracture of upper end of fibula,Concept,,
C0239295,Candidiasis of the esophagus,Concept,,
C0239293,Esophageal bleeding,Concept,,
C0260922,Encounter for screening for malignant neoplasm,Concept,,
C0160763,Injury of tibial blood vessel,Concept,,
C0260924,Encounter due to screening for thyroid disorder,Concept,,
C0260925,Encounter for screening for diabetes mellitus,Concept,,
C0038218,Status Asthmaticus,Concept,HP:0012653,Status Asthmaticus
C0015335,Exposure to visible and ultraviolet light sources,Concept,,
C3161345,Anaphylactic reaction due to other specified food,Concept,,
C0158568,Congenital macular changes,Concept,,
C0158564,Congenital vitreous anomaly,Concept,,
C0158566,Congenital chorioretinal degeneration,Concept,,
C0478070,"Other congenital malformations of upper limb(s), including shoulder girdle",Concept,,
C0158560,Other specified congenital anomalies of iris and ciliary body,Concept,,
C0152951,Other specified mycobacterial diseases,Concept,,
C0160498,Open wound of scalp with complication,Concept,,
C0160496,Other open wound of head,Concept,,
C1561818,"Sleep related movement disorder, unspecified",Concept,,
C0013481,Ebstein Anomaly,Concept,HP:0010316,Ebstein's anomaly of the tricuspid valve
C1561813,"Insomnia with sleep apnea, unspecified",Concept,,
C1561815,"Hypersomnia with sleep apnea, unspecified",Concept,,
C1561817,"Disruption of 24 hour sleep wake cycle, unspecified",Concept,,
C0041792,Unspecified diseases of conjunctiva due to viruses and Chlamydiae,Concept,,
C0027639,Neoplasm of unspecified nature of bladder,Concept,,
C0155805,Acute frontal sinusitis,Concept,,
C0027636,Neoplasm of uncertain behavior of pituitary gland and craniopharyngeal duct,Concept,,
C0155806,Acute ethmoidal sinusitis,Concept,,
C0027632,Neoplasm of uncertain behavior of other lymphatic and hematopoietic tissues,Concept,,
C0161018,Foreign body in mouth,Concept,,
C0161019,Foreign body in stomach,Concept,,
C0155802,Compression of vein,Concept,,
C0161010,Foreign body in pharynx,Concept,,
C0161011,Foreign body in larynx,Concept,,
C0161013,Foreign body in trachea,Concept,,
C0161014,Foreign body in main bronchus,Concept,,
C0161015,Foreign body in other specified parts bronchus and lung,Concept,,
C0161016,Foreign body in tracheobronchial tree,Concept,,
C0160949,Contusion of thigh,Concept,,
C0160941,"Contusion of wrist and hand(s), except finger(s) alone",Concept,,
C0035439,Rheumatic Heart Disease,Concept,,
C0160943,Contusion of wrist,Concept,,
C0741804,Acute bronchospasm,Concept,,
C0375378,"Vesicoureteral reflux with reflux nephropathy, bilateral",Concept,,
C0375379,vesicoureteral reflux with reflux nephropathy,Concept,,
C0149881,Epididymo-orchitis,Concept,,
C0149882,Acute esophagitis,Concept,,
C0375377,"Vesicoureteral reflux with reflux nephropathy, unilateral",Concept,,
C0481749,Encounter for fitting or adjustment of dental prosthesis,Concept,,
C0260731,Elective surgery for purposes other than remedying health states,Concept,,
C0009918,Contracture of joint,Concept,,
C0260739,Encounter for fitting and adjustment of artificial leg (complete) (partial),Concept,,
C0260738,Encounter for fitting and adjustment of artificial arm (complete) (partial),Concept,,
C0375215,Other specified hemiplegia and hemiparesis affecting dominant side,Concept,,
C0375214,Other specified hemiplegia and hemiparesis affecting unspecified side,Concept,,
C0375216,Other specified hemiplegia and hemiparesis affecting nondominant side,Concept,,
C0375211,Spastic hemiplegia and hemiparesis affecting dominant side,Concept,,
C0375212,Spastic hemiplegia of nondominant side,Concept,,
C1561677,Encounter for antineoplastic chemotherapy,Concept,,
C0375219,"Hemiplegia, unspecified, affecting dominant side",Concept,,
C0375218,"Hemiplegia, unspecified affecting unspecified side",Concept,,
C1561673,Encounter for weaning from respirator [ventilator],Concept,,
C0409540,"Pyogenic arthritis, other specified sites",Concept,,
C0029788,Other specified disorders of skin,Concept,,
C0029786,Other specified disorders of peritoneum,Concept,,
C0409549,"Arthropathy associated with other viral diseases, multiple sites",Concept,,
C0029784,Other specified disorders of nervous system,Concept,,
C0029782,Other specified disorders of male genital organs,Concept,,
C0029781,Other specified disorders of kidney and ureter,Concept,,
C0040433,Tooth Crowding,Concept,HP:0000678,Dental crowding
C0034525,Effects of radiation,Concept,,
C0481354,Late effect of motor vehicle accident,Concept,,
C0481355,Sequelae of other and unspecified transport accidents,Concept,,
C0481358,Late effect of self inflicted injury,Concept,,
C0878729,Other specified conditions influencing health status,Concept,,
C0878721,"Low birth weight status, 2000-2500 grams",Concept,,
C0878720,"Low birth weight status, 1500-1999 grams",Concept,,
C0878727,"Acquired absence of organ, lung",Concept,,
C0154694,"Hemiplegia, Spastic",Concept,HP:0011099,Spastic hemiparesis
C0546817,Fluid overload,Concept,HP:0011105,Hypervolemia
C0546812,Other disorders of urethra and urinary tract,Concept,,
C0261060,Motor vehicle traffic accident involving collision with other vehicle injuring passenger in motor vehicle other than motorcycle,Concept,,
C0260517,Family history of psychiatric condition,Concept,,
C0261065,Motor vehicle traffic accident involving collision with other vehicle injuring pedal cyclist,Concept,,
C0546819,Introverted disorder of childhood,Concept,,
C0029128,Optic Disk Drusen,Concept,HP:0012426,Optic disc drusen
C0085292,Stiff-Person Syndrome,Concept,,
C0029125,"Optic Atrophies, Hereditary",Concept,,
C0029124,Optic Atrophy,Concept,HP:0000648,Optic atrophy
C0155386,Swelling or mass of eye,Concept,,
C0155384,Other specified disorders of eye and adnexa,Concept,,
C0155383,Other irregularities of eye movements,Concept,,
C0155382,Smooth pursuit movement deficiency,Concept,,
C0153959,Benign tumor of bone and articular cartilage,Concept,,
C0155389,Perichondritis of pinna,Concept,,
C0155388,Diseases of external ear,Concept,,
C0152132,Hypertensive Retinopathy,Concept,HP:0001095,Hypertensive retinopathy
C0154920,Pigmentary iris degeneration,Concept,HP:0007730,Iris hypopigmentation
C0154921,Degeneration of pupillary margin,Concept,,
C0154927,"idiopathic cyst of iris, ciliary body, and anterior chamber",Concept,,
C0473719,"Hemarthrosis, other specified site",Concept,,
C0851323,Salicylates causing adverse effects in therapeutic use,Concept,,
C0851324,Succinimides causing adverse effects in therapeutic use,Concept,,
C0021099,Impetigo,Concept,,
C0554472,Hair and hair follicle diseases,Concept,,
C0021092,Impacted cerumen,Concept,HP:0030788,Impacted cerumen
C0400806,"Gastric ulcer, unspecified as acute or chronic, without mention of hemorrhage or perforation, without mention of obstruction",Concept,,
C0001344,Acute pharyngitis,Concept,,
C0267389,Chronic ulcerative ileocolitis,Concept,,
C0267388,Chronic ulcerative enterocolitis,Concept,,
C0267383,Regional ileocolitis,Concept,,
C0236758,"Bipolar I Disorder, Single Manic Episode, Moderate",Concept,,
C0236756,"Manic disorder, single episode",Concept,,
C0282528,Peroxisomal Disorders,Concept,,
C0221244,Seborrheic dermatitis of scalp,Concept,,
C0154746,"Mononeuritis of upper limb, unspecified",Concept,,
C0154211,Postablative ovarian failure,Concept,,
C0001122,Acidosis,Concept,HP:0001941,Acidosis
C1533675,Disorders of optic nerve and visual pathways,Concept,,
C0157712,Contact dermatitis and other eczema due to other chemical products,Concept,,
C0157713,Contact dermatitis and other eczema due to food in contact with skin,Concept,,
C0157711,Contact dermatitis and other eczema due to drugs and medicines in contact with skin,Concept,,
C0157714,Contact dermatitis and other eczema due to plants [except food],Concept,,
C0157718,Dermatitis due to substances taken internally,Concept,,
C0157719,Dermatitis due to other specified substances taken internally,Concept,,
C0273445,Crushing injury of finger,Concept,,
C0273330,Open wound of vagina without complication,Concept,,
C0156401,Pain and other symptoms associated with female genital organs,Concept,,
C0936250,Eczema Herpeticum,Concept,,
C0156402,Other specified symptoms associated with female genital organs,Concept,,
C0375580,Other and unspecified nonspecific immunological findings,Concept,,
C0156408,Premenopausal menorrhagia,Concept,,
C1510455,Acrocephalosyndactylia,Concept,,
C0003492,Aortic coarctation,Concept,HP:0001680,Coarctation of aorta
C1719526,Mucositis (ulcerative) due to antineoplastic therapy,Concept,,
C0274870,"Toxic effect of gas, fumes AND/OR vapors",Concept,,
C1719528,Other stomatitis and mucositis (ulcerative),Concept,,
C0435669,Closed fracture of multiple sites of metacarpus,Concept,,
C0496615,Need for immunization against tetanus alone,Concept,,
C1456732,Drug-induced hallucinosis,Concept,,
C2349266,"Acute lymphoid leukemia, without mention of having achieved remission",Concept,,
C1955750,Speech and language developmental delay due to hearing loss,Concept,,
C0522274,Humoral immune defect,Concept,,
C0160536,Other and unspecified open wound of head without mention of complication,Concept,,
C0160537,"Other and unspecified open wound of head, complicated",Concept,,
C0160531,Open wound of buccal mucosa with complication,Concept,,
C0003873,Rheumatoid Arthritis,Concept,HP:0001370,Rheumatoid arthritis
C0003872,"Arthritis, Psoriatic",Concept,,
C0018918,"Hemangioma, other sites",Concept,,
C0018916,Hemangioma,Concept,HP:0001028,Hemangioma
C0496779,Malignant neoplasm of appendix,Concept,,
C0158716,Congenital dislocation of one hip with subluxation of other hip,Concept,,
C0158715,"Congenital subluxation of hip, bilateral",Concept,,
C0158713,Bilateral congenital dislocation of hip,Concept,HP:0008780,Congenital bilateral hip dislocation
C0158712,Congenital musculoskeletal deformities of spine,Concept,,
C0346957,Disseminated Malignant Neoplasm,Concept,,
C0009763,Conjunctivitis,Concept,HP:0000509,Conjunctivitis
C0009760,Conjunctival hemorrhage,Concept,,
C0017979,Glycosuria,Concept,HP:0003076,Glycosuria
C0016514,Foot-and-Mouth Disease,Concept,,
C0029336,aftercare; orthodontics,Concept,,
C0412862,Benzodiazepine poisoning,Concept,,
C0260386,Need for prophylactic vaccination and inoculation against other specified disease,Concept,,
C0260387,Need for prophylactic vaccination and inoculation against unspecified single disease,Concept,,
C0260384,Need for prophylactic vaccination and inoculation against other arthropod-borne viral diseases,Concept,,
C0271207,Heteronymous hemianopsia,Concept,HP:0030517,Heteronymous hemianopia
C0271202,"Hemianopsia, Homonymous",Concept,HP:0030516,Homonymous hemianopia
