cui,cui_name,curated_name,hpo,hpo_name,hpo_prob
C0018674,Craniocerebral Trauma,craniocerebral trauma,HP:0012638,Abnormality of nervous system physiology,0.7551272511482239
C0404531,Hypertrophy of labia,,HP:0000065,Labial hypertrophy,1.0
C0401143,Allergic gastroenteritis and colitis,allergic gastroenteritis and colitis,HP:0012649,Increased inflammatory response,0.5043367743492126
C0024103,Mass in breast,mass in breast,,,1.0
C1719682,Other genetic testing of female, genetic testing of female,,,1.0
C1719684,Other genetic testing of male, genetic testing of male,,,1.0
C0160748,Injury of radial blood vessel,injury of radial blood vessel,HP:0011004,Abnormality of the systemic arterial tree,0.6278573274612427
C0008711,Chronic rhinitis,,HP:0002257,Chronic rhinitis,1.0
C0008712,Chronic sphenoidal sinusitis,chronic sphenoidal sinusitis,HP:0430022,Abnormality of the sphenoid sinus,0.7937395572662354
C0153886,Acute myeloid leukemia in remission,acute myeloid leukemia in remission,HP:0004808,Acute myeloid leukemia,0.8340088725090027
C0018099,Gout,,HP:0001997,Gout,1.0
C1313885,Hereditary edema of legs,hereditary edema of legs,HP:0010741,Edema of the lower limbs,0.9522346258163452
C0158506,Curvature of spine associated with other conditions,curvature of spine associated ,HP:0000925,Abnormality of the vertebral column,0.6629172563552856
C0158507,kyphosis associated with other conditions,kyphosis associated ,HP:0002808,Kyphosis,0.9862658381462097
C0158504,Scoliosis due to radiation,scoliosis due to radiation,,,1.0
C0158505,Thoracogenic scoliosis,thoracogenic scoliosis,HP:0002650,Scoliosis,0.5254873633384705
C0158502,Resolving infantile idiopathic scoliosis,resolving   scoliosis,HP:0010891,Morbus Scheuermann,0.85463547706604
C0158503,Progressive infantile idiopathic scoliosis,progressive   scoliosis,HP:0008458,Progressive congenital scoliosis,0.6197001338005066
C0158509,scoliosis associated with other conditions,scoliosis associated ,HP:0002650,Scoliosis,0.8159651160240173
C2711989,Abnormal function study of cardiovascular system NEC in ICD9CM,abnormal function study of cardiovascular system,HP:0001626,Abnormality of the cardiovascular system,0.8282723426818848
C1561831,Congenital and hereditary thrombocytopenic purpura,congenital and hereditary thrombocytopenic purpura,,,1.0
C1561830,"Primary thrombocytopenia,unspecified","primary thrombocytopenia,",HP:0001873,Thrombocytopenia,0.7202737927436829
C0153083,Hepatitis delta without mention of active hepatitis B disease with hepatic coma,hepatitis delta ,HP:0200120,Chronic active hepatitis,0.5900135040283203
C0029505,"Hand, except finger injury","hand, except finger injury",HP:0004207,Abnormality of the 5th finger,0.761389434337616
C0029507,"Other specified sites, including multiple injury"," specified sites, including multiple injury",,,1.0
C0029506,"Knee, leg, ankle, and foot injury","knee, leg, ankle, and foot injury",HP:0002814,Abnormality of the lower limb,0.7338628172874451
C0029509,Unspecified site injury, site injury,HP:0000759,Abnormal peripheral nervous system morphology,0.7785990834236145
C0029508,Other and unspecified injury to trunk, and  injury to trunk,HP:0000759,Abnormal peripheral nervous system morphology,0.7345691323280334
C0157258,"Unspecified abnormality of labour, antepartum"," abnormality of labour, antepartum",HP:0001197,Abnormality of prenatal development or birth,0.635646641254425
C0027611,Neonatal dacryocystitis and conjunctivitis (disorder),neonatal dacryocystitis and conjunctivitis (disorder),,,1.0
C0001621,Adrenal Gland Diseases,adrenal gland diseases,HP:0000834,Abnormality of the adrenal glands,0.9942291975021362
C0553983,Other peripheral vascular disease, peripheral vascular disease,HP:0004950,Peripheral arterial disease,0.9924591183662415
C2921272,Other specified prophylactic or treatment measure, specified prophylactic or treatment measure,,,1.0
C0031154,Peritonitis,,HP:0002586,Peritonitis,1.0
C0151482,Megaloblastic anemia due to folate deficiency,megaloblastic anemia due to folate deficiency,HP:0004826,Folate-unresponsive megaloblastic anemia,0.5117478966712952
C1706492,Other neoplastic lymphatic and hematopoietic tissues, neoplastic lymphatic and hematopoietic tissues,,,1.0
C0375352,Other esophagitis, esophagitis,HP:0100633,Esophagitis,0.9998519420623779
C0375359,Chronic left-sided ulcerative colitis,chronic left-sided ulcerative colitis,,,1.0
C0006012,Borderline Personality Disorder,,HP:0012076,Borderline personality disorder,1.0
C0869515,"Precocious sexual development and puberty, NEC in ICD9CM_2014","precocious puberty,",HP:0000826,Precocious puberty,0.9969160556793213
C0151620,Hypertensive Encephalopathy,hypertensive encephalopathy,,,1.0
C0375239,"Migraine, unspecified, without mention of intractable migraine without mention of status migrainosus","migraine, , ",HP:0002076,Migraine,0.9904733300209045
C0154050,Hemangioma of intracranial structure,hemangioma of intracranial structure,HP:0001028,Hemangioma,0.8830044865608215
C0154052,Hemangioma of intra-abdominal structure,hemangioma of intra-abdominal structure,HP:0001031,Subcutaneous lipoma,0.642860472202301
C0154054,benign neoplasm of lymph nodes,benign neoplasm of lymph nodes,HP:0002664,Neoplasm,0.8391309976577759
C0154055,Benign neoplasm of other specified sites,benign neoplasm of  specified sites,HP:0011793,Neoplasm by anatomical site,0.5580217242240906
C0795685,"Disorders of meninges, not elsewhere classified in ICD10CM","disorders of meninges, not elsewhere classified in icd10cm",,,1.0
C0085413,"Polycystic Kidney, Autosomal Dominant","polycystic kidney, autosomal dominant",HP:0000113,Polycystic kidney dysplasia,0.9764368534088135
C0079157,Reduction deformities of brain,reduction deformities of brain,HP:0012443,Abnormality of brain morphology,0.7382805347442627
C0406078,Cellulitis and abscess of hand excluding digits,cellulitis and abscess of hand excluding digits,,,1.0
C0339877,Acute tracheitis without obstruction,acute tracheitis ,HP:0002088,Abnormality of the lung,0.6621657013893127
C0031485,Phenylketonurias,phenylketonurias,HP:0001939,Abnormality of metabolism/homeostasis,0.7384606599807739
C0027821,Neurocirculatory Asthenia,neurocirculatory asthenia,,,1.0
C0030353,Papilledema,,HP:0001085,Papilledema,1.0
C0029226,"Hallucinations, Organic","hallucinations, organic",,,1.0
C0155673,Other chronic pulmonary heart diseases, chronic pulmonary heart diseases,,,1.0
C0155904,Respiratory conditions due to other specified external agents,respiratory conditions due to  specified external agents,HP:0002795,Functional respiratory abnormality,0.7397626638412476
C0158283,Ossification of posterior longitudinal ligament in cervical region,ossification of posterior longitudinal ligament in cervical region,,,1.0
C0155670,Other specified forms of chronic ischemic heart disease, specified forms of chronic ischemic heart disease,HP:0001635,Congestive heart failure,0.5192448496818542
C0155677,Other specified diseases of pulmonary circulation, specified diseases of pulmonary circulation,,,1.0
C0158284,Cervical syndrome NEC in ICD9CM_2014,cervical syndrome,HP:0012888,Abnormality of the uterine cervix,0.8841438889503479
C0155903,Chronic and other pulmonary manifestations due to radiation,chronic and  pulmonary manifestations due to radiation,HP:0002088,Abnormality of the lung,0.8768529295921326
C0155902,Acute pulmonary manifestations due to radiation,acute pulmonary manifestations due to radiation,HP:0002088,Abnormality of the lung,0.9420003294944763
C0155679,Acute pericarditis,acute pericarditis,HP:0001701,Pericarditis,0.9133470058441162
C0155248,Acquired stenosis of nasolacrimal duct,acquired stenosis of nasolacrimal duct,HP:0007678,Lacrimal duct stenosis,0.8800752758979797
C0272842,Open dislocation of knee,open dislocation of knee,HP:0005191,Congenital knee dislocation,0.5020962953567505
C0155012,Generalized visual field contraction or constriction,generalized visual field contraction or constriction,HP:0001133,Constriction of peripheral visual field,0.8330772519111633
C0024894,Mastitis,mastitis,HP:0010978,Abnormality of immune system physiology,0.602014422416687
C0001363,Acute vascular insufficiency of intestine (disorder),acute vascular insufficiency of intestine (disorder),,,1.0
C0001361,Acute tonsillitis,acute tonsillitis,HP:0012649,Increased inflammatory response,0.8071698546409607
C0001365,Acute ill-defined cerebrovascular disease,acute ill-defined cerebrovascular disease,,,1.0
C0156287,Prolapsed urethral mucosa,prolapsed urethral mucosa,,,1.0
C0156284,Postoperative urethral stricture,postoperative urethral stricture,HP:0012227,Urethral stricture,0.7812746167182922
C0236773,Depressed bipolar I disorder,depressed bipolar disorder,HP:0007302,Bipolar affective disorder,0.9934689998626709
C0004622,"Bacterial infection, unspecified, in conditions classified elsewhere and of unspecified site","bacterial infection, , in conditions classified elsewhere and of  site",HP:0002718,Recurrent bacterial infections,0.5633467435836792
C0004626,"Pneumonia, Bacterial","pneumonia, bacterial",HP:0006532,Recurrent pneumonia,0.5840616226196289
C1456241,Narcolepsy in conditions classified elsewhere without cataplexy,narcolepsy in conditions classified elsewhere ,,,1.0
C1456240,Narcolepsy without cataplexy,narcolepsy ,HP:0030050,Narcolepsy,0.9941847920417786
C0021879,"Intracranial injury of other and unspecified nature without mention of open intracranial wound, unspecified state of consciousness",intracranial injury of  and  nature ,HP:0012638,Abnormality of nervous system physiology,0.5965442061424255
C0021878,Intracranial injury of other and unspecified nature without mention of open intracranial wound,intracranial injury of  and  nature ,HP:0012638,Abnormality of nervous system physiology,0.5965442061424255
C0021874,Intracranial abscess,intracranial abscess,,,1.0
C0266573,Congenital ptosis,,HP:0007970,Congenital ptosis,1.0
C0154864,Other dystrophies primarily involving the sensory retina, dystrophies primarily involving the sensory retina,,,1.0
C0157735,Other specified disorders of sweat glands, specified disorders of sweat glands,HP:0011136,Aplasia of the sweat glands,0.5488470792770386
C0157736,Other specified diseases of sebaceous glands, specified diseases of sebaceous glands,,,1.0
C0157731,Other specified diseases of nail, specified diseases of nail,HP:0001597,Abnormality of the nail,0.9864809513092041
C0014544,Epilepsy,epilepsy,HP:0001250,Seizures,0.9946085214614868
C0018790,Cardiac Arrest,,HP:0001695,Cardiac arrest,1.0
C0159956,Traumatic dislocation of joint of finger,traumatic dislocation of joint of finger,HP:0009810,Abnormality of upper limb joint,0.6553799510002136
C0018799,Heart Diseases,heart diseases,,,1.0
C0156797,"Tuberculosis, antepartum","tuberculosis, antepartum",HP:0001197,Abnormality of prenatal development or birth,0.6843793988227844
C1510471,Vitamin Deficiency,vitamin deficiency,HP:0004905,Vitamin A deficiency,0.9723218083381653
C1719542,Intravaginal torsion of spermatic cord,intravaginal torsion of spermatic cord,HP:0100813,Testicular torsion,0.8776092529296875
C0348651,Other diseases of capillaries, diseases of capillaries,HP:0001626,Abnormality of the cardiovascular system,0.5316402912139893
C0348650,Embolism and thrombosis of other arteries,embolism and thrombosis of  arteries,HP:0005315,Peripheral artery occlusive disease,0.8180674910545349
C0002453,Amenorrhea,amenorrhea,HP:0000141,Amenorrhea,0.9966365098953247
C0700297,Carrier or suspected carrier of Group B streptococcus,carrier or suspected carrier of group b streptococcus,,,1.0
C1955773,Unilateral neural hearing loss,unilateral neural hearing loss,HP:0009900,Unilateral deafness,0.5055851340293884
C1955772,Unilateral conductive hearing loss,unilateral conductive hearing loss,HP:0040119,Unilateral conductive hearing impairment,0.6587422490119934
C1955771,Acquired auditory processing disorder,acquired auditory processing disorder,,,1.0
C1955777,"Deaf, nonspeaking, not elsewhere classifiable","deaf, nonspeaking, not elsewhere classifiable",,,1.0
C1955775,"Mixed hearing loss, unilateral","mixed hearing loss, unilateral",HP:0000410,Mixed hearing impairment,0.9833964705467224
C1955774,Unilateral sensory hearing loss,unilateral sensory hearing loss,,,1.0
C0018939,Hematological Disease,hematological disease,HP:0001871,Abnormality of blood and blood-forming tissues,0.9957917928695679
C1290810,Viral hepatitis A without hepatic coma,viral hepatitis a ,HP:0006562,Viral hepatitis,0.9954673051834106
C0158773,Other congenital musculoskeletal anomalies, congenital musculoskeletal anomalies,HP:0011843,Abnormality of skeletal physiology,0.8754215836524963
C0158775,Congenital anomaly of spine,,HP:0003468,Abnormality of the vertebrae,1.0
C0158776,Congenital absence of vertebra,,HP:0008465,Absent vertebrae,1.0
C0009702,Unilateral congenital dislocation of hip,unilateral congenital dislocation of hip,HP:0008780,Congenital bilateral hip dislocation,0.9714630842208862
C0013274,Patent ductus arteriosus,,HP:0001643,Patent ductus arteriosus,1.0
C0009568,Complications of transplanted organ,complications of transplanted organ,HP:0001438,Abnormality of the abdomen,0.5220194458961487
C0271225,"Impairment level: blindness, one eye - low vision other eye","impairment level: blindness, one eye - low vision  eye",,,1.0
C0037997,Splenic Diseases,splenic diseases,,,1.0
C0155242,Stenosis and insufficiency of lacrimal passages,stenosis and insufficiency of lacrimal passages,,,1.0
C0155243,Eversion of lacrimal punctum,eversion of lacrimal punctum,HP:0001092,Absent lacrimal punctum,0.8239709138870239
C0158360,"Fibromatosis, Plantar","fibromatosis, plantar",,,1.0
C0158361,"Other disorders of muscle, ligament, and fascia"," disorders of muscle, ligament, and fascia",,,1.0
C0155246,Stenosis of lacrimal sac,stenosis of lacrimal sac,,,1.0
C0085602,Polydipsia,,HP:0001959,Polydipsia,1.0
C0155245,Stenosis of lacrimal canaliculi,stenosis of lacrimal canaliculi,HP:0000564,Lacrimal duct atresia,0.721163809299469
C0158369,Swelling of limb,swelling of limb,HP:0000969,Edema,0.7268702983856201
C0013902,"Elliptocytosis, Hereditary","elliptocytosis, hereditary",HP:0004445,Elliptocytosis,0.9980190992355347
C0694551,Right lower quadrant pain,right lower quadrant pain,,,1.0
C0021832,"Intestinal Diseases, Parasitic","intestinal diseases, parasitic",HP:0002242,Abnormality of the intestine,0.8381378054618835
