cui,cui_name,curated_name,hpo,hpo_name
C0158360,"Fibromatosis, Plantar","fibromatosis, plantar",,
C0158361,"Other disorders of muscle, ligament, and fascia"," disorders of muscle, ligament, and fascia",,
C0155246,Stenosis of lacrimal sac,stenosis of lacrimal sac,,
C0085602,Polydipsia,,HP:0001959,Polydipsia
C0155245,Stenosis of lacrimal canaliculi,stenosis of lacrimal canaliculi,,
C0158369,Swelling of limb,swelling of limb,,
C0013902,"Elliptocytosis, Hereditary","elliptocytosis, hereditary",,
C0694551,Right lower quadrant pain,right lower quadrant pain,,
C0021832,"Intestinal Diseases, Parasitic","intestinal diseases, parasitic",,
C0023800,Lipoma of other specified sites,lipoma of  specified sites,,
C0007177,Cardiac Tamponade,cardiac tamponade,,
C0000774,Abnormality of secretion of gastrin,abnormality of secretion of gastrin,,
C0000770,Abnormalities of size and form of teeth,abnormalities of size and form of teeth,,
C0154260,Disorder of mineral metabolism,disorder of mineral metabolism,,
C0154264,Mixed acid-base balance disorder,mixed acid-base balance disorder,,
C0158948,Neonatal infective mastitis,neonatal infective mastitis,,
C0158946,Other congenital infections specific to the perinatal period, congenital infections specific to the perinatal period,,
C0158947,Omphalitis of the newborn,omphalitis of the newborn,,
C0158945,Congenital cytomegalovirus infection,congenital cytomegalovirus infection,,
C0158942,Other newborn respiratory problems, newborn respiratory problems,,
C0158940,Transitory tachypnea of newborn,transitory tachypnea of newborn,,
C0149508,Obstruction of Eustachian tube,,HP:0040269,Blocked Eustachian tube
C0149504,"Encephalopathy, Toxic","encephalopathy, toxic",,
C0149507,Orbital Cellulitis,orbital cellulitis,,
C0159013,Other disturbances of temperature regulation of newborn, disturbances of temperature regulation of newborn,,
C0159012,Other hypothermia of newborn, hypmia of newborn,,
C0159011,Cold injury syndrome of newborn,cold injury syndrome of newborn,,
C0159015,Congenital hydrocele,congenital hydrocele,,
C0159014,Other and unspecified edema of newborn, and  edema of newborn,,
C0159018,Unspecified condition involving the integument and temperature regulation of fetus and newborn, condition involving the integument and temperature regulation of fetus and newborn,,
C1719378,"Mild cognitive impairment, so stated","mild cognitive impairment, so stated",,
C0558160,Pressure ulcer of buttock,pressure ulcer of buttock,,
C0033777,Pruritus of genital organs,pruritus of genital organs,,
C0021400,Influenza,influenza,,
C0239295,Candidiasis of the esophagus,candidiasis of the esophagus,,
C0239293,Esophageal bleeding,esophageal bleeding,,
C0160763,Injury of tibial blood vessel,injury of tibial blood vessel,,
C0038218,Status Asthmaticus,,HP:0012653,Status Asthmaticus
C0015335,Exposure to visible and ultraviolet light sources,exposure to visible and ultraviolet light sources,,
C0158568,Congenital macular changes,congenital macular changes,,
C0158564,Congenital vitreous anomaly,congenital vitreous anomaly,,
C0158566,Congenital chorioretinal degeneration,congenital chorioretinal degeneration,,
C0478070,"Other congenital malformations of upper limb(s), including shoulder girdle"," congenital malformations of upper limb(s), including shoulder girdle",,
C0158560,Other specified congenital anomalies of iris and ciliary body, specified congenital anomalies of iris and ciliary body,,
C0152951,Other specified mycobacterial diseases, specified mycobacterial diseases,,
C1561818,"Sleep related movement disorder, unspecified","sleep related movement disorder, ",,
C0013481,Ebstein Anomaly,,HP:0010316,Ebstein's anomaly of the tricuspid valve
C1561813,"Insomnia with sleep apnea, unspecified",insomnia ,,
C1561815,"Hypersomnia with sleep apnea, unspecified",hypersomnia ,,
C1561817,"Disruption of 24 hour sleep wake cycle, unspecified","disruption of 24 hour sleep wake cycle, ",,
C0041792,Unspecified diseases of conjunctiva due to viruses and Chlamydiae, diseases of conjunctiva due to viruses and chlamydiae,,
C0027639,Neoplasm of unspecified nature of bladder,neoplasm of  nature of bladder,,
C0155805,Acute frontal sinusitis,acute frontal sinusitis,,
C0027636,Neoplasm of uncertain behavior of pituitary gland and craniopharyngeal duct,neoplasm of uncertain behavior of pituitary gland and craniopharyngeal duct,,
C0155806,Acute ethmoidal sinusitis,acute ethmoidal sinusitis,,
C0027632,Neoplasm of uncertain behavior of other lymphatic and hematopoietic tissues,neoplasm of uncertain behavior of  lymphatic and hematopoietic tissues,,
C0155802,Compression of vein,compression of vein,,
C0035439,Rheumatic Heart Disease,rheumatic heart disease,,
C0741804,Acute bronchospasm,acute bronchospasm,,
C0375378,"Vesicoureteral reflux with reflux nephropathy, bilateral",vesicoureteral reflux ,,
C0375379,vesicoureteral reflux with reflux nephropathy,vesicoureteral reflux ,,
C0149881,Epididymo-orchitis,epididymo-orchitis,,
C0149882,Acute esophagitis,acute esophagitis,,
C0375377,"Vesicoureteral reflux with reflux nephropathy, unilateral",vesicoureteral reflux ,,
C0009918,Contracture of joint,contracture of joint,,
C0375215,Other specified hemiplegia and hemiparesis affecting dominant side, specified hemiplegia and hemiparesis affecting dominant side,,
C0375214,Other specified hemiplegia and hemiparesis affecting unspecified side, specified hemiplegia and hemiparesis affecting  side,,
C0375216,Other specified hemiplegia and hemiparesis affecting nondominant side, specified hemiplegia and hemiparesis affecting nondominant side,,
C0375211,Spastic hemiplegia and hemiparesis affecting dominant side,spastic hemiplegia and hemiparesis affecting dominant side,,
C0375212,Spastic hemiplegia of nondominant side,spastic hemiplegia of nondominant side,,
C0375219,"Hemiplegia, unspecified, affecting dominant side","hemiplegia, , affecting dominant side",,
C0375218,"Hemiplegia, unspecified affecting unspecified side","hemiplegia,  affecting  side",,
C0409540,"Pyogenic arthritis, other specified sites","pyogenic arthritis,  specified sites",,
C0029788,Other specified disorders of skin, specified disorders of skin,,
C0029786,Other specified disorders of peritoneum, specified disorders of peritoneum,,
C0409549,"Arthropathy associated with other viral diseases, multiple sites",arthropathy associated ,,
C0029784,Other specified disorders of nervous system, specified disorders of nervous system,,
C0029782,Other specified disorders of male genital organs, specified disorders of male genital organs,,
C0029781,Other specified disorders of kidney and ureter, specified disorders of kidney and ureter,,
C0040433,Tooth Crowding,,HP:0000678,Dental crowding
C0034525,Effects of radiation,effects of radiation,,
C0878727,"Acquired absence of organ, lung","acquired absence of organ, lung",,
C0154694,"Hemiplegia, Spastic",,HP:0011099,Spastic hemiparesis
C0546817,Fluid overload,,HP:0011105,Hypervolemia
C0546812,Other disorders of urethra and urinary tract, disorders of urethra and urinary tract,,
C0546819,Introverted disorder of childhood,introverted disorder of ,,
C0029128,Optic Disk Drusen,,HP:0012426,Optic disc drusen
C0085292,Stiff-Person Syndrome,stiff-person syndrome,,
C0029125,"Optic Atrophies, Hereditary","optic atrophies, hereditary",,
C0029124,Optic Atrophy,,HP:0000648,Optic atrophy
C0155386,Swelling or mass of eye,swelling or mass of eye,,
C0155384,Other specified disorders of eye and adnexa, specified disorders of eye and adnexa,,
C0155383,Other irregularities of eye movements, irregularities of eye movements,,
C0155382,Smooth pursuit movement deficiency,smooth pursuit movement deficiency,,
C0153959,Benign tumor of bone and articular cartilage,benign tumor of bone and articular cartilage,,
C0155389,Perichondritis of pinna,perichondritis of pinna,,
C0155388,Diseases of external ear,diseases of external ear,,
C0152132,Hypertensive Retinopathy,,HP:0001095,Hypertensive retinopathy
C0154920,Pigmentary iris degeneration,,HP:0007730,Iris hypopigmentation
C0154921,Degeneration of pupillary margin,degeneration of pupillary margin,,
C0154927,"idiopathic cyst of iris, ciliary body, and anterior chamber"," cyst of iris, ciliary body, and anterior chamber",,
C0473719,"Hemarthrosis, other specified site","hemarthrosis,  specified site",,
C0021099,Impetigo,impetigo,,
C0554472,Hair and hair follicle diseases,hair and hair follicle diseases,,
C0021092,Impacted cerumen,,HP:0030788,Impacted cerumen
C0400806,"Gastric ulcer, unspecified as acute or chronic, without mention of hemorrhage or perforation, without mention of obstruction","gastric ulcer,  as acute or chronic, ",,
C0001344,Acute pharyngitis,acute pharyngitis,,
C0267389,Chronic ulcerative ileocolitis,chronic ulcerative ileocolitis,,
C0267388,Chronic ulcerative enterocolitis,chronic ulcerative enterocolitis,,
C0267383,Regional ileocolitis,regional ileocolitis,,
C0236758,"Bipolar I Disorder, Single Manic Episode, Moderate","bipolar disorder, single manic episode, moderate",,
C0236756,"Manic disorder, single episode","mania, ",,
C0282528,Peroxisomal Disorders,peroxisomal disorders,,
C0221244,Seborrheic dermatitis of scalp,seborrheic dermatitis of scalp,,
C0154746,"Mononeuritis of upper limb, unspecified","mononeuritis of upper limb, ",,
C0154211,Postablative ovarian failure,postablative ovarian failure,,
C0001122,Acidosis,,HP:0001941,Acidosis
C1533675,Disorders of optic nerve and visual pathways,disorders of optic nerve and visual pathways,,
C0157712,Contact dermatitis and other eczema due to other chemical products,contact dermatitis and  eczema due to  chemical products,,
C0157713,Contact dermatitis and other eczema due to food in contact with skin,contact dermatitis and  eczema due to food in contact ,,
C0157711,Contact dermatitis and other eczema due to drugs and medicines in contact with skin,contact dermatitis and  eczema due to drugs and medicines in contact ,,
C0157714,Contact dermatitis and other eczema due to plants [except food],contact dermatitis and  eczema due to plants [except food],,
C0157718,Dermatitis due to substances taken internally,dermatitis due to substances taken internally,,
C0157719,Dermatitis due to other specified substances taken internally,dermatitis due to  specified substances taken internally,,
C0273445,Crushing injury of finger,crushing injury of finger,,
C0156401,Pain and other symptoms associated with female genital organs,pain and  symptoms associated ,,
C0936250,Eczema Herpeticum,eczema herpeticum,,
C0156402,Other specified symptoms associated with female genital organs, specified symptoms associated ,,
C0375580,Other and unspecified nonspecific immunological findings, and  nonspecific immunological findings,,
C0156408,Premenopausal menorrhagia,premenopausal menorrhagia,,
C1510455,Acrocephalosyndactylia,acrocephalosyndactylia,,
C0003492,Aortic coarctation,,HP:0001680,Coarctation of aorta
C1719528,Other stomatitis and mucositis (ulcerative), stomatitis and mucositis (ulcerative),,
C1456732,Drug-induced hallucinosis,drug-induced hallucinosis,,
C2349266,"Acute lymphoid leukemia, without mention of having achieved remission","acute lymphoid leukemia, ",,
C1955750,Speech and language developmental delay due to hearing loss,speech and language developmental delay due to hearing loss,,
C0522274,Humoral immune defect,humoral immune defect,,
C0003873,Rheumatoid Arthritis,,HP:0001370,Rheumatoid arthritis
C0003872,"Arthritis, Psoriatic","arthritis, psoriatic",,
C0018918,"Hemangioma, other sites","hemangioma,  sites",,
C0018916,Hemangioma,,HP:0001028,Hemangioma
C0496779,Malignant neoplasm of appendix,malignant neoplasm of appendix,,
C0158716,Congenital dislocation of one hip with subluxation of other hip,congenital dislocation of one hip ,,
C0158715,"Congenital subluxation of hip, bilateral","congenital subluxation of hip, bilateral",,
C0158713,Bilateral congenital dislocation of hip,,HP:0008780,Congenital bilateral hip dislocation
C0158712,Congenital musculoskeletal deformities of spine,congenital musculoskeletal deformities of spine,,
C0346957,Disseminated Malignant Neoplasm,disseminated malignant neoplasm,,
C0009763,Conjunctivitis,,HP:0000509,Conjunctivitis
C0009760,Conjunctival hemorrhage,conjunctival hemorrhage,,
C0017979,Glycosuria,,HP:0003076,Glycosuria
C0016514,Foot-and-Mouth Disease,foot-and-mouth disease,,
C0029336,aftercare; orthodontics,aftercare; orthodontics,,
C0271207,Heteronymous hemianopsia,,HP:0030517,Heteronymous hemianopia
C0271202,"Hemianopsia, Homonymous",,HP:0030516,Homonymous hemianopia
C0409970,Kashin-Beck disease of the pelvic region and thigh,kashin-beck disease of the pelvic region and thigh,,
C0409974,Lupus Erythematosus,lupus erythematosus,,
C0344616,Congenitally corrected transposition of the great arteries,,HP:0011540,Congenitally corrected transposition of the great arteries
C0409756,Traumatic arthropathy of the pelvic region and thigh,traumatic arthropathy of the pelvic region and thigh,,
C0023794,Lipoidosis,lipoidosis,,
C2921027,adult onset fluency disorder,stuttering,,
C0013923,Embolism and thrombosis of the abdominal aorta,embolism and thrombosis of the abdominal aorta,,
